make-id,model-id,site-id,model-name,make-name
20700,20700-52,UK,Fluence,Renault
20700,20700-53,UK,Zoe,Renault
20700,20700-54,UK,Scenic Xmod,Renault
20700,20700-55,UK,Captur,Renault
21600,21600-1,UK,Other,Rolls-Royce
21600,21600-2,UK,Silver Cloud,Rolls-Royce
21600,21600-3,UK,Corniche,Rolls-Royce
21600,21600-4,UK,Flying Spur,Rolls-Royce
21600,21600-5,UK,Park Ward,Rolls-Royce
21600,21600-6,UK,Phantom,Rolls-Royce
21600,21600-7,UK,Silver Dawn,Rolls-Royce
21600,21600-8,UK,Silver Seraph,Rolls-Royce
21600,21600-9,UK,Silver Shadow,Rolls-Royce
21600,21600-10,UK,Silver Spirit,Rolls-Royce
21600,21600-11,UK,Silver Spur,Rolls-Royce
21600,21600-12,UK,Carmargue,Rolls-Royce
21600,21600-13,UK,Limousine,Rolls-Royce
21600,21600-14,UK,Silver Wraith,Rolls-Royce
21600,21600-15,UK,Ghost,Rolls-Royce
21700,21700-1,UK,Other,Rover
21700,21700-2,UK,100,Rover
21700,21700-3,UK,111,Rover
21700,21700-4,UK,114,Rover
21700,21700-5,UK,200,Rover
21700,21700-6,UK,213,Rover
21700,21700-7,UK,214,Rover
21700,21700-8,UK,216,Rover
21700,21700-9,UK,220,Rover
21700,21700-10,UK,25,Rover
21700,21700-11,UK,400,Rover
21700,21700-12,UK,414,Rover
21700,21700-13,UK,416,Rover
21700,21700-14,UK,418,Rover
21700,21700-15,UK,420,Rover
21700,21700-16,UK,45,Rover
21700,21700-17,UK,600,Rover
21700,21700-18,UK,618,Rover
21700,21700-19,UK,620,Rover
21700,21700-20,UK,623,Rover
21700,21700-21,UK,75,Rover
21700,21700-22,UK,800,Rover
21700,21700-23,UK,820,Rover
21700,21700-24,UK,825,Rover
21700,21700-25,UK,827,Rover
21700,21700-28,UK,Metro,Rover
21700,21700-29,UK,Montego,Rover
21700,21700-31,UK,SD,Rover
21700,21700-32,UK,StreetWise,Rover
21700,21700-34,UK,115,Rover
21700,21700-35,UK,218,Rover
21700,21700-36,UK,City Rover,Rover
21700,21700-37,UK,Concerto,Rover
21700,21700-38,UK,2000,Rover
21700,21700-39,UK,2300,Rover
21700,21700-40,UK,2400,Rover
21700,21700-41,UK,2600,Rover
21700,21700-42,UK,3500,Rover
21700,21700-43,UK,Cabriolet,Rover
21700,21700-44,UK,Coupe,Rover
21700,21700-45,UK,Tourer,Rover
21800,21800-1,UK,Other,Saab
21800,21800-2,UK,90,Saab
21800,21800-3,UK,900,Saab
21800,21800-4,UK,9000,Saab
21800,21800-5,UK,09-Mar,Saab
21800,21800-6,UK,09-May,Saab
21800,21800-7,UK,96,Saab
21800,21800-8,UK,9-7X,Saab
21800,21800-9,UK,99,Saab
22000,22000-1,UK,Other,Santana
22000,22000-2,UK,Storm,Santana
22500,22500-1,UK,Other,Seat
22500,22500-2,UK,Alhambra,Seat
22500,22500-3,UK,Altea,Seat
22500,22500-4,UK,Arosa,Seat
22500,22500-5,UK,Cordoba,Seat
22500,22500-7,UK,Ibiza,Seat
22500,22500-8,UK,Inca,Seat
22500,22500-9,UK,Leon,Seat
22500,22500-10,UK,Malaga,Seat
22500,22500-11,UK,Marbella,Seat
22500,22500-14,UK,Terra,Seat
22500,22500-15,UK,Toledo,Seat
22500,22500-16,UK,Exeo,Seat
22500,22500-17,UK,Mii,Seat
22900,22900-1,UK,Other,Skoda
22900,22900-2,UK,105,Skoda
22900,22900-3,UK,120,Skoda
22900,22900-4,UK,130,Skoda
22900,22900-5,UK,135,Skoda
22900,22900-6,UK,Fabia,Skoda
22900,22900-7,UK,Favorit,Skoda
22900,22900-8,UK,Felicia,Skoda
22900,22900-9,UK,Forman,Skoda
22900,22900-10,UK,Octavia,Skoda
22900,22900-12,UK,Superb,Skoda
22900,22900-13,UK,Roomster,Skoda
22900,22900-14,UK,Pickup,Skoda
22900,22900-15,UK,Felicia Van,Skoda
22900,22900-16,UK,Estelle,Skoda
22900,22900-17,UK,S 100,Skoda
22900,22900-18,UK,S 110,Skoda
22900,22900-19,UK,Yeti,Skoda
22900,22900-20,UK,Citigo,Skoda
22900,22900-21,UK,Rapid,Skoda
23000,23000-1,UK,Other,Smart
23000,23000-2,UK,Crossblade,Smart
23000,23000-3,UK,ForFour,Smart
23000,23000-4,UK,ForTwo,Smart
23000,23000-5,UK,Roadster,Smart
23000,23000-6,UK,Smart,Smart
23100,23100-1,UK,Other,Ssangyong
23100,23100-2,UK,Family,Ssangyong
23100,23100-3,UK,Korando,Ssangyong
23100,23100-4,UK,Kyron,Ssangyong
23100,23100-5,UK,Musso,Ssangyong
23100,23100-6,UK,Rexton,Ssangyong
23100,23100-7,UK,Rodius,Ssangyong
23100,23100-8,UK,Actyon,Ssangyong
23500,23500-1,UK,Other,Subaru
23500,23500-4,UK,B9 Tribeca,Subaru
23500,23500-5,UK,Baja,Subaru
23500,23500-7,UK,Forester,Subaru
23500,23500-8,UK,Impreza,Subaru
23500,23500-9,UK,Justy,Subaru
23500,23500-10,UK,Legacy,Subaru
23500,23500-11,UK,Libero,Subaru
23500,23500-13,UK,Outback,Subaru
23500,23500-14,UK,SVX,Subaru
23500,23500-15,UK,Vivio,Subaru
23500,23500-16,UK,XT,Subaru
23500,23500-17,UK,1600,Subaru
23500,23500-18,UK,1800,Subaru
23500,23500-19,UK,WRX,Subaru
23500,23500-20,UK,XV,Subaru
23500,23500-21,UK,BRZ,Subaru
23600,23600-1,UK,Other,Suzuki
23600,23600-2,UK,Alto,Suzuki
23600,23600-3,UK,Baleno,Suzuki
23600,23600-4,UK,Cappuccino,Suzuki
23600,23600-5,UK,Carry,Suzuki
23600,23600-6,UK,Grand Vitara,Suzuki
23600,23600-7,UK,Ignis,Suzuki
23600,23600-8,UK,Jimny,Suzuki
23600,23600-9,UK,Liana,Suzuki
23600,23600-10,UK,LJ,Suzuki
23600,23600-17,UK,SJ Samurai,Suzuki
23600,23600-18,UK,Super-Carry,Suzuki
23600,23600-19,UK,Swift,Suzuki
23600,23600-20,UK,Vitara,Suzuki
23600,23600-21,UK,Wagon R+,Suzuki
23600,23600-22,UK,X-90,Suzuki
23600,23600-23,UK,SX4,Suzuki
23600,23600-24,UK,Splash,Suzuki
23600,23600-25,UK,Tribeca,Suzuki
23600,23600-26,UK,SJ,Suzuki
23600,23600-27,UK,Samurai,Suzuki
23600,23600-28,UK,SC100,Suzuki
23600,23600-30,UK,Kizashi,Suzuki
23800,23800-1,UK,Other,Talbot
23800,23800-2,UK,Horizon,Talbot
23800,23800-3,UK,Samba,Talbot
23800,23800-4,UK,Alpine,Talbot
23800,23800-5,UK,Avenger,Talbot
23800,23800-6,UK,Matra,Talbot
23800,23800-7,UK,Solara,Talbot
23800,23800-8,UK,Sunbeam,Talbot
23800,23800-9,UK,Tagora,Talbot
23825,23825-1,UK,Other,Tata
23825,23825-2,UK,Gurkha,Tata
23825,23825-3,UK,Safari,Tata
24100,24100-1,UK,Other,Toyota
24100,24100-2,UK,4-Runner,Toyota
24100,24100-3,UK,Avalon,Toyota
24100,24100-4,UK,Avensis,Toyota
24100,24100-5,UK,Aygo,Toyota
24100,24100-6,UK,Camry,Toyota
24100,24100-7,UK,Carina,Toyota
24100,24100-8,UK,Celica,Toyota
24100,24100-9,UK,Corolla,Toyota
24100,24100-10,UK,Cressida,Toyota
24100,24100-11,UK,Crown,Toyota
24100,24100-12,UK,Dyna,Toyota
24100,24100-16,UK,Hiace,Toyota
24100,24100-17,UK,Hilux,Toyota
24100,24100-19,UK,Land Cruiser,Toyota
24100,24100-21,UK,Lite Ace,Toyota
24100,24100-22,UK,MR2,Toyota
24100,24100-23,UK,Paseo,Toyota
24100,24100-25,UK,Picnic,Toyota
24100,24100-26,UK,Previa,Toyota
24100,24100-27,UK,Prius,Toyota
24100,24100-28,UK,RAV4,Toyota
24100,24100-29,UK,Sequoia,Toyota
24100,24100-30,UK,Sienna,Toyota
24100,24100-32,UK,Starlet,Toyota
24100,24100-33,UK,Supra,Toyota
24100,24100-34,UK,Tercel,Toyota
24100,24100-35,UK,Tundra,Toyota
24100,24100-36,UK,Yaris,Toyota
24100,24100-37,UK,Tacoma,Toyota
24100,24100-38,UK,FJ,Toyota
24100,24100-39,UK,Auris,Toyota
24100,24100-40,UK,Verso,Toyota
24100,24100-41,UK,IQ,Toyota
24100,24100-42,UK,Altezza AS200,Toyota
24100,24100-43,UK,Altezza RS200,Toyota
24100,24100-44,UK,Corolla AE86,Toyota
24100,24100-45,UK,Corona,Toyota
24100,24100-46,UK,Space Cruiser,Toyota
24100,24100-47,UK,Urban Cruiser,Toyota
24100,24100-48,UK,Verso S,Toyota
24100,24100-49,UK,GT86,Toyota
24200,24200-1,UK,Other,Trabant
24200,24200-2,UK,601,Trabant
24400,24400-1,UK,Other,Triumph
24400,24400-2,UK,Dolomite,Triumph
24400,24400-3,UK,Moss,Triumph
24400,24400-4,UK,Spitfire,Triumph
24400,24400-5,UK,TR3,Triumph
24400,24400-6,UK,TR4,Triumph
24400,24400-7,UK,TR5,Triumph
24400,24400-8,UK,TR6,Triumph
24400,24400-9,UK,TR7,Triumph
24400,24400-10,UK,TR8,Triumph
24400,24400-11,UK,1500,Triumph
24400,24400-12,UK,Acclaim,Triumph
24400,24400-13,UK,Stag,Triumph
24400,24400-14,UK,Toledo,Triumph
24500,24500-1,UK,Other,TVR
24500,24500-3,UK,Chimaera,TVR
24500,24500-4,UK,Griffith,TVR
24500,24500-9,UK,Tuscan,TVR
24500,24500-10,UK,2500M,TVR
24500,24500-11,UK,280i,TVR
24500,24500-12,UK,3000,TVR
24500,24500-13,UK,3000M,TVR
24500,24500-14,UK,350i,TVR
24500,24500-15,UK,390,TVR
24500,24500-16,UK,400,TVR
24500,24500-17,UK,420,TVR
24500,24500-18,UK,450,TVR
24500,24500-19,UK,Cerbera,TVR
24500,24500-20,UK,S,TVR
24500,24500-21,UK,S2,TVR
24500,24500-22,UK,S3,TVR
24500,24500-23,UK,S4c,TVR
24500,24500-24,UK,Sagaris,TVR
24500,24500-25,UK,Speed Eight,TVR
24500,24500-26,UK,T350c,TVR
24500,24500-27,UK,T350t,TVR
24500,24500-28,UK,T400R,TVR
24500,24500-29,UK,T440R,TVR
24500,24500-30,UK,Taimar,TVR
24500,24500-31,UK,Tamora,TVR
24500,24500-32,UK,Tasmin,TVR
24500,24500-33,UK,Typhon,TVR
24500,24500-34,UK,V8,TVR
24500,24500-35,UK,V8,TVR
25100,25100-1,UK,Other,Volvo
25100,25100-2,UK,240,Volvo
25100,25100-3,UK,244,Volvo
25100,25100-4,UK,245,Volvo
25100,25100-5,UK,262,Volvo
25100,25100-6,UK,264,Volvo
25100,25100-7,UK,340,Volvo
25100,25100-8,UK,360,Volvo
25100,25100-9,UK,440,Volvo
25100,25100-10,UK,460,Volvo
25100,25100-11,UK,480,Volvo
25100,25100-12,UK,740,Volvo
25100,25100-13,UK,744,Volvo
25100,25100-14,UK,745,Volvo
25100,25100-15,UK,760,Volvo
25100,25100-17,UK,780,Volvo
25100,25100-18,UK,850,Volvo
25100,25100-19,UK,855,Volvo
25100,25100-20,UK,940,Volvo
25100,25100-21,UK,944,Volvo
25100,25100-22,UK,945,Volvo
25100,25100-23,UK,960,Volvo
25100,25100-24,UK,965,Volvo
25100,25100-25,UK,C70,Volvo
25100,25100-26,UK,Polar,Volvo
25100,25100-27,UK,S40,Volvo
25100,25100-28,UK,S60,Volvo
25100,25100-29,UK,S70,Volvo
25100,25100-30,UK,S80,Volvo
25100,25100-31,UK,S90,Volvo
25100,25100-32,UK,V40,Volvo
25100,25100-33,UK,V50,Volvo
25100,25100-34,UK,V70,Volvo
25100,25100-35,UK,V90,Volvo
25100,25100-36,UK,XC70,Volvo
25100,25100-37,UK,XC90,Volvo
25100,25100-38,UK,Amazon,Volvo
25100,25100-39,UK,C30,Volvo
25100,25100-40,UK,XC60,Volvo
25100,25100-41,UK,260,Volvo
25100,25100-42,UK,265,Volvo
25100,25100-43,UK,343,Volvo
25100,25100-44,UK,345,Volvo
25100,25100-45,UK,V60,Volvo
25200,25200-1,UK,Other,Volkswagen
25200,25200-2,UK,181,Volkswagen
25200,25200-6,UK,Bora,Volkswagen
25200,25200-7,UK,Buggy,Volkswagen
25200,25200-9,UK,Caddy,Volkswagen
25200,25200-12,UK,Corrado,Volkswagen
25200,25200-13,UK,Fox,Volkswagen
25200,25200-14,UK,Golf/Rabbit,Volkswagen
25200,25200-15,UK,Iltis,Volkswagen
25200,25200-16,UK,Jetta,Volkswagen
25200,25200-17,UK,Beetle,Volkswagen
25200,25200-18,UK,Karmann Ghia,Volkswagen
25200,25200-20,UK,LT,Volkswagen
25200,25200-21,UK,Lupo,Volkswagen
25200,25200-24,UK,New Beetle,Volkswagen
25200,25200-25,UK,Passat,Volkswagen
25200,25200-26,UK,Phaeton,Volkswagen
25200,25200-27,UK,Polo,Volkswagen
25200,25200-28,UK,Santana,Volkswagen
25200,25200-29,UK,Scirocco,Volkswagen
25200,25200-30,UK,Caravelle,Volkswagen
25200,25200-31,UK,T2,Volkswagen
25200,25200-35,UK,Taro,Volkswagen
25200,25200-36,UK,Touareg,Volkswagen
25200,25200-37,UK,Touran,Volkswagen
25200,25200-39,UK,Vento,Volkswagen
25200,25200-41,UK,Eos,Volkswagen
25200,25200-42,UK,T1,Volkswagen
25200,25200-44,UK,T3 Caravelle,Volkswagen
25200,25200-45,UK,T3 Multivan,Volkswagen
25200,25200-46,UK,T3 Other,Volkswagen
25200,25200-47,UK,T4 Caravelle,Volkswagen
25200,25200-48,UK,T4 Multivan,Volkswagen
25200,25200-49,UK,T4 Other,Volkswagen
25200,25200-50,UK,T5 Caravelle,Volkswagen
25200,25200-51,UK,T5 Multivan,Volkswagen
25200,25200-52,UK,T5 Shuttle,Volkswagen
25200,25200-53,UK,T5 Other,Volkswagen
25200,25200-54,UK,Tiguan,Volkswagen
25200,25200-55,UK,TRANSPORTER,Volkswagen
25200,25200-56,UK,Golf Plus,Volkswagen
25200,25200-57,UK,Golf Cross,Volkswagen
25200,25200-58,UK,Polo Cross,Volkswagen
25200,25200-59,UK,Polo Plus,Volkswagen
25200,25200-60,UK,Touran Cross,Volkswagen
25200,25200-61,UK,Derby,Volkswagen
25200,25200-62,UK,Sharan,Volkswagen
25200,25200-63,UK,up!,Volkswagen
25200,25200-64,UK,CC,Volkswagen
25300,25300-1,UK,Other,Wartburg
25300,25300-3,UK,311,Wartburg
25300,25300-4,UK,353,Wartburg
25650,25650-1,UK,Other,Wiesmann
25650,25650-2,UK,MF 28,Wiesmann
25650,25650-3,UK,MF 3,Wiesmann
25650,25650-4,UK,MF 30,Wiesmann
25650,25650-5,UK,MF 25,Wiesmann
25650,25650-6,UK,MF 35,Wiesmann
33000,33000-1,UK,Other,Marlin
33000,33000-2,UK,Hunter,Marlin
33000,33000-3,UK,Makaira,Marlin
33000,33000-4,UK,Sportster,Marlin
39000,39000-1,UK,Other,Kit Cars
39100,39100-1,UK,Other,Reliant
39100,39100-2,UK,Kitten,Reliant
39100,39100-3,UK,Rialto 2,Reliant
39100,39100-4,UK,Robin,Reliant
39100,39100-5,UK,Sabre,Reliant
39100,39100-6,UK,Scimitar,Reliant
39100,39100-7,UK,Scimitar SST,Reliant
39100,39100-8,UK,SS1,Reliant
39200,39200-1,UK,Other,Adria
39300,39300-1,UK,Other,Brilliance
39400,39400-1,UK,Other,Brstner
39500,39500-1,UK,Other,DAF
39600,39600-1,UK,Other,Dethleffs
39700,39700-1,UK,Other,Deutz
39800,39800-1,UK,Other,Euramobil
39900,39900-1,UK,Other,Fendt
40000,40000-1,UK,Other,Frankia
40100,40100-1,UK,Other,Hymer
40200,40200-1,UK,Other,Innocenti
40300,40300-1,UK,Other,Iveco
40400,40400-1,UK,Other,Knaus
40500,40500-1,UK,Other,LMC
40600,40600-1,UK,Other,Magirus Deutz
40700,40700-1,UK,Other,MAN
40800,40800-1,UK,Other,Morris
40800,40800-2,UK,Ital,Morris
40800,40800-3,UK,Marina,Morris
40900,40900-1,UK,Other,Niesmann&Bischoff
41000,41000-1,UK,Other,Scania
41100,41100-1,UK,Other,Tabbert
41200,41200-1,UK,Other,AC
41200,41200-2,UK,212,AC
41200,41200-3,UK,302,AC
41200,41200-4,UK,Ace,AC
41200,41200-5,UK,Aceca,AC
41200,41200-6,UK,Cobra,AC
41200,41200-7,UK,Mamba,AC
41200,41200-8,UK,Superblower,AC
41300,41300-1,UK,Other,Bristol
41300,41300-2,UK,412,Bristol
41300,41300-3,UK,603,Bristol
41300,41300-4,UK,Beaufighter,Bristol
41300,41300-5,UK,Blenheim,Bristol
41300,41300-6,UK,Brigand,Bristol
41300,41300-7,UK,Britannia,Bristol
41300,41300-8,UK,Fighter,Bristol
41400,41400-1,UK,Other,Coleman Milne
41400,41400-2,UK,Cardinal,Coleman Milne
41400,41400-3,UK,Dorchester,Coleman Milne
41400,41400-4,UK,Grosvenor,Coleman Milne
41400,41400-5,UK,Mercedes-Benz E Class,Coleman Milne
41400,41400-6,UK,Minster,Coleman Milne
41400,41400-7,UK,Nicholson,Coleman Milne
41400,41400-8,UK,Saab 9-5,Coleman Milne
41400,41400-9,UK,Windsor,Coleman Milne
41500,41500-1,UK,Other,FSO
41500,41500-2,UK,125P,FSO
41500,41500-3,UK,1300,FSO
41500,41500-4,UK,Caro,FSO
41500,41500-5,UK,Polonez,FSO
41600,41600-1,UK,Other,HMC
41600,41600-2,UK,Lightweight,HMC
41600,41600-3,UK,MK IV,HMC
41700,41700-1,UK,Other,London Taxi's International
41700,41700-2,UK,TX4,London Taxi's International
41800,41800-1,UK,Other,Lonsdale
41800,41800-2,UK,YD41,Lonsdale
41800,41800-3,UK,YD45,Lonsdale
41900,41900-1,UK,Other,MacNeillie
41900,41900-2,UK,Regency,MacNeillie
42000,42000-1,UK,Other,Marcos
42000,42000-2,UK,GTS,Marcos
42000,42000-3,UK,LM,Marcos
42000,42000-4,UK,Mantara,Marcos
42000,42000-5,UK,Mantaray,Marcos
42000,42000-6,UK,Mantis,Marcos
42000,42000-7,UK,Mantula,Marcos
42000,42000-8,UK,TS,Marcos
42000,42000-9,UK,TSO,Marcos
42200,42200-1,UK,Other,Noble
42200,42200-2,UK,M12,Noble
42200,42200-3,UK,M14,Noble
42200,42200-4,UK,M400,Noble
42300,42300-1,UK,Other,Sao
42300,42300-2,UK,Penza,Sao
42400,42400-1,UK,Other,Sebring
42400,42400-2,UK,MX,Sebring
42400,42400-3,UK,TMX,Sebring
42500,42500-1,UK,Other,Simca
42500,42500-2,UK,1000,Simca
42500,42500-3,UK,1100,Simca
42600,42600-1,UK,Other,Smart Car
42600,42600-2,UK,Smart,Smart Car
42700,42700-1,UK,Other,Spectre
42700,42700-2,UK,R42,Spectre
42800,42800-1,UK,Other,Startins
42800,42800-2,UK,Regency,Startins
42900,42900-1,UK,Other,Venturi
42900,42900-2,UK,Atlantique,Venturi
43000,43000-1,UK,Other,Westfield
43000,43000-2,UK,130,Westfield
43000,43000-3,UK,1600,Westfield
43000,43000-4,UK,1800,Westfield
43000,43000-5,UK,2000,Westfield
43000,43000-6,UK,SEight,Westfield
43100,43100-1,UK,Other,Yugo
43100,43100-2,UK,311,Yugo
43100,43100-3,UK,45,Yugo
43100,43100-4,UK,511,Yugo
43100,43100-5,UK,513,Yugo
43100,43100-6,UK,55,Yugo
43100,43100-7,UK,65,Yugo
43100,43100-8,UK,Sana,Yugo
43100,43100-9,UK,Tempo,Yugo
43100,43100-10,UK,ZLC,Yugo
43100,43100-11,UK,ZLM,Yugo
43100,43100-12,UK,ZLX,Yugo
43100,43100-13,UK,ZLXE,Yugo
43200,43200-1,UK,Other,McLaren
43200,43200-2,UK,12C,McLaren
